Entity,Code,Year,Meningitis (deaths),Lower respiratory infections (deaths),Protein-energy malnutrition (deaths),Terrorism ,Cardiovascular,Dementia (deaths),Kidney disease (deaths),Respiratory diseases (deaths),Liver diseases (deaths),Digestive diseases (deaths),Hepatitis (deaths),Cancers,Parkinson disease (deaths),Fire (deaths),Malaria (deaths),Drowning (deaths),Homicide (deaths),HIV/AIDS (deaths),Drug use disorders (deaths),Tuberculosis (deaths),Road injuries (deaths),Maternal disorders (deaths),Neonatal disorders (deaths),Alcohol use disorders (deaths),Natural disasters (deaths),Diarrheal diseases (deaths),Heat (hot and cold exposure) (deaths),Nutritional deficiencies (deaths),Suicide (deaths),Conflict (deaths),Diabetes (deaths),Poisonings (deaths)
Gambia,GMB,2018,283.5378843,1235.327275,214.9000199,,2686,267.5595706,243.2509725,402.420174,284.4389659,563.8558298,35.46444928,1090,46.84376555,48.49326926,134.5857094,68.05124211,26.48320742,882.6932724,24.91692479,604.3443987,286.1661484,312.3263699,1215.973501,20.60769288,0,616.079638,20.22187493,223.6325341,119.2371342,3.000000016,293.04559,20.11485116
Georgia,GEO,2018,30.93534192,766.6589363,3.68557721,0,29989,2291.311623,784.7225134,1776.263165,1381.133683,1938.403355,33.70111905,7926,331.6528678,178.2459101,0,135.6508768,141.6486855,34.39016736,76.26420439,159.5519614,724.1092344,19.12100682,332.1080141,67.11566973,0,18.95269786,47.78375509,11.66032002,345.2124847,0,1209.540343,35.14195801
Germany,DEU,2018,268.3063424,25236.76791,289.6205297,1,356362,83782.46604,26754.08826,46374.65282,19557.63674,44734.71609,200.9285914,252763,12715.73608,776.9385004,0,552.6788563,668.2060002,464.5451554,2018.592834,463.5850809,4715.984018,56.36127012,1275.943743,6502.836845,0,3810.476262,309.4486675,455.5055661,12214.64435,0,19133.40515,129.4513314
Ghana,GHA,2018,4295.831898,17760.55377,2287.829372,,36615,2765.606701,3571.790093,4394.133563,4003.997589,8540.908277,609.6618922,17559,460.9863509,638.942194,18757.48597,790.4050958,902.3158906,13877.6961,562.3777294,9142.172982,5380.683883,1105.69892,16950.73336,400.2142768,19.00000004,7309.444967,258.5708494,2410.304921,1907.766709,48.99999986,5257.062204,299.2495826
Greece,GRC,2018,44.04184284,4268.945592,2.246008818,0,50895,11488.94999,3581.580572,6068.800571,1307.961401,3579.384556,83.44167773,31245,1459.712859,142.0303776,0,358.9625904,130.1488667,29.57450181,197.4605958,149.3672396,1221.231242,8.1773633,153.7608341,40.58847483,24.00000015,35.14017306,31.98325777,7.659512691,517.5165387,0,1131.627034,24.79069121
Greenland,GRL,2018,1.379135371,13.76292444,0.51920425,,112,18.76753251,4.495867349,28.04002323,6.902936584,21.07105986,0.062637697,141,3.292941937,2.354850242,0,3.6679136,4.541865345,1.651464742,0.983081149,2.794192238,2.404754078,0.12267732,4.874808234,8.9855678,0,1.264914082,1.757545693,0.706633616,32.35188924,0,4.691330928,0.703625213
Grenada,GRD,2018,0.852080191,83.26470086,3.835353728,,411,50.55778586,50.52834441,30.34385158,18.65005076,41.364704,0.429806471,228,8.703572664,2.905118844,0,7.263062632,5.869929413,6.14760484,1.624116842,0.733559391,11.61898997,1.505134093,9.793754037,3.995431367,0,1.666871022,0.479765458,4.175370727,6.118938906,0,95.41604474,0.590835854
Guam,GUM,2018,1.663941935,50.73247045,2.977979371,,518,46.80110386,59.78630745,56.19331449,34.49145255,48.31712475,0.980159731,234,7.15306098,1.122561887,0,8.055662634,8.098656342,4.290493019,1.698406926,2.984486095,22.76831123,1.455860504,19.94960301,2.128071657,0,1.428599236,0.610942156,3.022950028,34.56959405,0,48.56739419,0.647193924
Guatemala,GTM,2018,364.2963937,9695.463076,1917.195982,,15009,2156.482636,5064.886666,1994.830594,4623.294892,7300.30988,47.35747126,11034,354.0984225,262.7766563,13.36186663,774.366314,6193.177777,700.4099139,356.4496249,408.1677324,2691.697827,477.5679952,3675.151638,1689.802203,19.00000001,2957.059412,77.17562138,2046.933866,959.2476484,0,5531.02229,244.788542
Guinea,GIN,2018,2489.246286,12032.99244,2308.199342,,16151,1595.504896,1598.059117,2898.266908,1688.576971,3130.948664,258.4768322,8125,271.721418,363.4010187,11355.46062,597.6081777,747.1528323,2988.840766,112.890817,5916.906958,1978.267283,1961.192655,10011.54496,115.6582861,0,5287.461297,159.2001545,2413.454012,746.2683887,28.00000013,1679.043724,145.1153638
Guinea-Bissau,GNB,2018,322.0465821,1149.217842,197.8657216,,2222,138.9169499,260.1640719,369.5224855,290.3426112,527.5978149,46.46366456,989,23.94159149,48.35849353,234.7712454,91.00177163,151.1002852,1440.277252,22.35248333,861.1124171,388.2298672,136.5571939,1645.90362,18.92075479,0,1333.02642,26.13788613,208.9140466,140.606821,0,253.4381575,20.4054169
Guyana,GUY,2018,7.734597597,248.487717,34.88651159,,2034,133.9463296,180.8319422,112.8197581,173.6669984,280.8370689,5.43021414,621,21.31744784,13.40304016,12.17424508,54.68396052,126.7411261,195.8540698,10.9834324,48.37233044,117.5284304,19.25157396,194.1550249,39.17656047,0,45.19035959,8.489038675,40.06957914,189.4372835,0,424.6896578,3.523478703
Haiti,HTI,2018,856.8807654,6003.045545,590.8530455,,23978,1281.851587,2083.089025,3134.360779,1656.331238,3619.115787,94.6991908,10065,272.0610413,323.1563268,9.49296408,908.4019108,2189.977683,3850.051488,75.38463307,1021.085436,4487.432144,1036.106941,4793.4683,301.7518915,30.99999982,3702.873656,89.2926688,647.1608116,835.9452695,0,4003.190443,102.4242866
Honduras,HND,2018,110.1467275,967.3656154,150.6509714,2,13117,2408.427404,744.1914356,2056.156205,2388.379111,4449.072502,69.43801478,5431,333.9119946,45.73585062,34.82468732,306.2496373,4154.0336,62.87266483,142.9814054,426.0814937,1294.354793,274.4157245,1464.134168,374.5137505,13.00000001,1228.894813,9.588359549,212.9769207,351.9469674,0,977.0058363,96.06870198
Hungary,HUN,2018,55.95473105,1016.143032,9.31167018,,57212,7064.492908,1553.065602,5457.343945,3227.806782,5879.110645,9.565138526,32138,888.4411955,130.4198116,0,129.6724685,158.3744511,39.80637314,61.08059509,67.72108815,789.0894868,10.41147361,183.0901694,509.4006273,0,250.3134812,195.6874028,24.56546366,2025.491086,0,2063.351302,54.82184348
Iceland,ISL,2018,1.583876415,95.1063824,1.187965365,,738,236.1269472,26.70932767,113.9539737,19.05221208,64.74857391,0.151421891,652,38.8730506,3.139964596,0,3.56222895,2.456793684,0.851398562,13.18915783,1.527751591,14.30190743,0.049157047,2.781930855,10.43352683,0.999999905,5.743350276,1.741567976,1.664420026,39.90149944,0,22.18615365,1.158921026
India,IND,2018,50051.50219,507363.6534,24541.78651,465,2632780,180053.0182,223820.8033,1271687.476,217895.5571,419545.0963,67273.22841,929500,40589.57087,27026.98569,49712.34369,60198.63517,41849.6978,52105.68342,11154.80889,449794.3814,218876.1248,39427.82047,428672.0596,28825.56267,1979.023023,719083.2094,14727.65004,43149.89432,210869.071,766.0000036,254555.2471,5094.612336
Indonesia,IDN,2018,5438.71707,43764.32339,11662.06148,20,597995,47868.88481,35445.60755,96316.04991,82144.52753,121488.489,5719.165768,198835,7100.369916,1758.67853,6520.337892,5726.774255,2526.709212,6774.260341,801.6824323,82218.57954,35625.68886,6627.300635,39215.28294,773.555162,105,68636.3066,125.5279585,12316.08059,7912.480664,23.99999982,97005.48825,1107.045437
Iran,IRN,2018,736.216112,9314.907148,154.1325212,39,161330,21435.4632,10162.66353,14947.9936,5399.927708,9907.084905,865.0146882,60600,2671.858292,1940.498831,10.01413155,1043.727526,1917.094306,791.7835758,3389.219619,804.0874952,21123.76476,298.0274739,9552.987712,282.5371041,844.9308779,817.6087163,76.26548162,201.8215802,4771.443608,93.99999948,16033.24952,981.9570016
Iraq,IRQ,2018,876.6761854,3628.440775,133.2688186,6476,43072,3599.759714,4706.080023,2131.786487,1185.074189,2006.992903,133.9670378,13780,474.901431,428.6880336,0,575.0471837,2453.607843,115.7037692,523.5469494,702.4378525,3772.743991,274.8088863,12277.64598,76.17403461,9.999999997,676.3934404,103.0970507,147.1068968,1513.396385,33240.11405,4281.418969,125.5370235
Ireland,IRL,2018,13.06845657,1371.932621,4.440991419,0,9681,2698.251777,579.0373416,2225.93887,392.5443445,1144.509391,7.289523996,9581,344.7265654,41.3073592,0,44.70030652,32.93730074,9.787208014,178.5590655,32.31315366,187.6356935,2.550980513,85.03317935,99.59987278,0,37.9238595,11.0706713,8.972685936,452.8745961,0,419.5233901,10.61926317
Israel,ISR,2018,35.91092268,2275.921656,26.5372514,3,11849,4657.719654,2242.473371,1812.251608,707.3132073,1807.963021,11.37058117,12966,567.6372184,77.65089169,0,53.0029407,186.8613934,41.43986284,70.20176304,26.47408085,631.6763494,9.404217239,240.7156124,58.65508387,0,274.5106644,32.0606654,37.5630216,542.331026,20.9999997,2140.841699,11.82769982
Italy,ITA,2018,181.7689287,13166.67675,214.6949079,0,216585,73338.88733,14291.95717,29044.27525,11695.33654,26403.20805,310.5418951,180577,7556.825804,907.0488555,0,436.6796243,469.1130985,660.5651737,689.7185244,385.8830291,5709.539735,16.77218441,723.201852,437.5593312,42.00000002,770.869623,421.2963134,405.6980078,4337.24508,0,18551.19303,124.9411246
Jamaica,JAM,2018,29.02038911,503.233041,55.24482877,0,6279,1252.862133,809.6527769,694.9345773,191.9782744,504.0466431,7.247825935,3975,150.8800414,34.5631156,0,31.97444324,887.4157189,439.5076098,16.65740111,14.96651962,276.9388299,28.04175022,432.4154785,15.5013429,0,31.51352601,5.414264344,61.16753482,108.332301,0,2515.76903,8.118663561
Japan,JPN,2018,455.1662633,109534.1081,867.8927424,,368091,198556.0455,35708.53933,53738.77211,25351.93452,56333.86749,494.5363195,414698,15612.7576,1923.045171,0,7371.492916,713.4596517,206.7978907,729.2489202,3870.258569,7680.893641,46.42441811,556.7302749,954.6182482,50.99999999,3084.432364,1770.522976,1238.028966,28818.536,3.999999949,7461.734159,463.815713
Jordan,JOR,2018,65.59244505,1013.625084,7.189101188,4,9018,1298.830442,1281.097459,729.9303101,444.7669946,821.7267015,27.46409365,4502,159.6286444,131.8682159,0,107.898816,277.4789761,22.92850259,88.09345554,46.05598176,1110.059359,51.69953202,2023.413033,20.99989711,0,58.00505404,14.23001386,9.082850485,304.3160193,34.99999963,1516.115855,66.5372621
Kazakhstan,KAZ,2018,214.7595765,3623.798859,59.90218731,,67339,4480.965772,1485.330948,5614.610894,6848.518119,9114.560355,42.10424047,18400,624.1264902,433.9436206,0,923.4911534,1523.403261,258.1846063,788.1702324,875.9636099,2766.88545,53.32321199,2047.260325,1670.999526,0,85.99526513,795.3336222,87.95365287,4262.698498,0,1175.783471,469.0197185
Kenya,KEN,2018,5403.038475,23268.42187,4366.874582,126,35993,4146.324858,4687.314177,6870.903604,10398.41168,18893.15578,1036.403653,21373,553.8632283,1003.062687,4708.224368,1106.221788,4372.330984,48502.49609,149.1744161,14880.82478,5502.843551,3990.42412,16978.27096,536.9381645,25.99999857,20835.3619,106.9499376,4490.64689,3058.405513,390.9993271,6143.42806,609.9015109
Kiribati,KIR,2018,13.65036405,40.92385015,16.2699905,,270,18.57753615,27.53420921,62.7905571,18.04778975,43.92023888,1.528742999,93,2.783687476,0.869754642,0,6.127541982,2.047319227,0.490077923,0.608662995,53.5041876,12.05963761,8.194627649,57.3224951,0.42251952,0,33.12169946,0.370385269,16.75892097,29.76314585,0,120.533139,2.265482604
Kosovo,OWID_KOS,2018,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,2018,12.99418838,572.9302477,0.36805066,,3094,324.4236007,176.8677967,166.320199,158.7990614,262.1616215,7.122697053,1233,45.18946491,32.09883389,0,24.09552681,38.5138581,5.418508184,25.98150958,23.24306247,528.9810484,6.595984424,173.3604064,9.375840538,0,6.743629502,3.457991577,0.692853644,129.9529401,0,217.1699896,17.55263647
Kyrgyzstan,KGZ,2018,54.45971834,853.8695711,8.321521259,0,16557,823.9556341,451.1395554,1392.769206,2158.980479,2495.041806,35.36105616,3709,118.7090162,95.77138041,0,284.9655455,268.1648533,186.5394991,129.1201926,456.6192659,884.4160461,59.47846135,1841.997645,384.729716,23.99999994,135.8602615,106.8628792,16.84306929,594.3568008,0,265.0587336,78.59998478
Laos,LAO,2018,369.1226981,3755.902443,181.3875493,1,13145,886.4917598,1045.941096,2605.261674,1595.232577,2539.830119,88.61066252,4735,139.2155957,136.0103546,12.95641807,480.8483388,224.4907352,526.3224903,30.85079396,1550.533739,1690.217977,314.81098,3542.33184,96.83493285,0,1581.655889,10.57631518,206.308801,539.9191505,2.000000005,1267.722247,43.00627068
Latvia,LVA,2018,11.21979081,379.3643099,1.032672966,0,15463,1739.980756,258.6465114,433.5485742,434.2952981,997.6228825,3.636137843,5621,197.0988891,119.9834962,0,141.8499767,133.5545209,126.4496125,54.67324122,59.9590153,211.9338958,2.696006731,33.46984363,294.0960191,0,4.938556395,118.303123,7.227374405,437.9913757,0,320.1605324,22.85294329
Lebanon,LBN,2018,53.46555508,739.1375688,10.23534574,17,14094,1865.564203,594.4323419,1175.43288,518.6540198,833.2276527,49.96766758,7703,212.6937738,112.3526445,0,88.19528587,380.355674,112.5039772,340.1696029,35.81090841,562.2639591,38.71086867,557.4510032,24.3576458,0,79.2162587,5.377602313,12.91301845,405.623204,386.0000491,1614.332923,55.09212126
Lesotho,LSO,2018,173.0637125,1573.242437,165.7869341,,4007,310.7545852,416.5966221,1046.347951,208.8926382,584.9329787,19.51155104,1798,37.03875295,108.1949213,0,111.8761973,795.847709,6331.119308,37.77342999,1932.087235,802.5566549,144.0598329,866.3738994,35.52040133,0,1225.087448,25.5818205,172.2995699,511.6625754,4.000000053,1114.209849,38.03675517
Liberia,LBR,2018,621.6224109,2316.948388,441.9608834,0,4414,435.9453142,516.9281923,554.3369836,732.5544695,1231.916776,85.04185711,2118,65.76789951,87.29094393,2810.037991,132.0920439,98.51801733,1840.255362,43.71305508,1494.630027,498.9436843,704.901361,2442.033451,47.81465638,0,2503.45275,40.20340313,465.4510772,339.4093457,3.999999976,530.2511984,39.70794617
Libya,LBY,2018,70.59171647,842.0966771,13.14751882,289,13334,1508.067473,1181.290912,1205.420933,568.0300344,878.446986,70.95247854,5586,213.436666,135.1798873,0,124.5535465,164.6953959,103.283567,561.3965105,72.27312595,1701.279929,50.80685705,434.7187677,39.27455269,0,65.31743419,8.810682383,16.57579696,578.4156787,1525.000078,1404.877163,75.24201122
Lithuania,LTU,2018,19.5413918,704.4385428,1.484675818,,22251,1997.473762,252.6546897,781.7328188,942.0361201,2024.043967,4.025511005,8075,280.9310304,77.79742011,0,214.2192684,171.4425275,66.99807246,128.0127118,185.5599941,324.8702122,2.707139053,40.48790564,359.1013693,0,12.06174837,231.1688237,4.385950093,1032.718759,0,217.6338243,99.12937535
Luxembourg,LUX,2018,1.429336424,146.2916197,4.490251443,,1397,439.9575383,84.58980051,236.7250284,99.20003332,227.1298025,0.937790987,1306,60.82161579,4.782198499,0,3.344658562,6.230084694,2.407420474,19.77499976,1.880617417,37.50948451,0.461089664,5.530980491,26.12666443,0,15.66858996,1.884190348,5.321831901,68.93790086,0,63.51917316,1.179947283
Macedonia,MKD,2018,7.564611921,146.9990942,0.472145351,0,10518,847.7635193,308.6290191,533.6022377,235.2139614,465.0475387,2.811752079,4378,140.6208894,14.92296211,0,26.05558271,39.43359561,1.660123296,11.53169579,32.14149108,160.5494436,2.120127974,126.8478358,20.89179988,0,7.161613035,9.756519509,0.964540231,191.3921561,0,745.4753104,8.795479833
Madagascar,MDG,2018,3284.323485,19853.57786,11452.81433,,34526,1420.625679,2078.258725,6402.332713,2939.197659,6016.877787,334.6813334,11740,205.3233333,682.1179537,5799.110643,833.3769321,393.1540699,2534.946874,74.84450093,4052.423197,3475.192972,2616.651799,17583.95101,228.9020091,81.00000021,23378.29234,70.41297376,11668.53156,1590.273682,172.0000144,2947.145648,280.2613899
Malawi,MWI,2018,2408.685565,9425.692487,2043.733529,0,15006,1897.146325,1936.709293,2560.388166,2639.69709,5615.826676,379.4113923,10093,243.3377164,417.5406609,6883.872205,576.1804019,292.6610519,21935.14535,70.50962608,7224.686583,2227.06017,1051.824921,11081.85976,219.5973634,0,7060.623215,49.61179467,2100.162097,1187.450328,11.99999995,2642.334603,179.6112528
Malaysia,MYS,2018,452.6775586,23692.31985,57.51607158,4,57288,5886.653846,4730.785973,5769.778726,3082.267194,7061.273951,292.1231476,27057,880.6125617,388.6078619,10.43789574,875.291066,602.6613193,1579.199567,415.3128822,1281.14788,6946.479274,288.7894077,1305.345607,440.2618789,9.000000007,672.214823,14.35012443,65.69508014,2280.854587,0,1842.681458,226.9715387
Maldives,MDV,2018,1.225581622,27.8191658,2.903721545,1,422,68.00829727,68.1414391,102.1857892,18.06368212,30.87096621,1.235787359,163,8.265881812,4.105439323,0,14.16651029,4.012394784,0.755168577,2.652349313,7.973631586,32.98374331,5.40375203,28.02324845,1.088824582,0,3.424020657,0.187739772,4.720358581,15.12954456,0,35.99150451,0.324492872
Mali,MLI,2018,5727.560738,11585.84386,6478.288996,361,18035,1654.032308,2144.166419,4736.348608,1783.984649,4792.86658,649.0267316,10410,280.5073864,775.2139025,25080.47111,1522.762407,1061.46199,5806.519961,85.33161605,3522.888155,3109.035566,2558.900494,26640.29099,115.2366314,0,15386.28719,230.8983367,6685.80585,724.2008494,869.9999616,2059.067271,292.2189074
Malta,MLT,2018,1.797043113,173.360292,0.565425005,1,1569,330.8365766,94.49682168,171.6971835,43.7054442,127.3850393,0.692138511,1042,53.70794735,2.616805215,0,4.726216368,5.291090938,1.625886936,7.956520894,1.233906306,17.25323418,0.495825862,11.48705889,4.292345687,0,2.770231558,1.541531691,1.126851647,26.64015216,0,117.2112327,0.67054294
Marshall Islands,MHL,2018,1.572735631,20.25206689,1.449790111,,153,6.146280265,19.50130974,23.84758143,8.890192332,15.44921574,0.97459969,50,1.27315492,1.012766921,0,5.990131538,3.533506869,2.713310256,0.598740948,4.621145347,12.07685617,2.940590814,11.55320774,0.682134407,0,1.603777516,0.863953954,1.522457488,11.88074512,0,28.47266474,0.663425939
Mauritania,MRT,2018,322.7460455,1894.866523,209.3249793,,3924,559.0579554,460.0119133,599.7427127,425.5051044,899.8595959,44.87861345,2309,87.81850603,67.76852188,271.102145,87.34597492,148.6732297,19.60169793,38.00943945,542.182631,674.4634683,509.0402292,1998.380681,30.88556604,18.00000009,1489.806684,31.37457463,219.9639554,157.6705525,2.000000006,541.2689568,28.5762524
Mauritius,MUS,2018,8.948408061,307.0365833,13.03235845,,3310,454.2133276,1070.492078,497.6562811,238.2248711,363.870054,8.397089347,1394,60.17462489,27.39004834,0,46.10326499,32.50726984,95.80595653,17.65497709,14.82743085,164.7064376,6.758820369,92.03711443,77.7736095,0,27.01490926,0.659520744,13.71359946,117.6450398,0,1728.617137,3.723386696
Mexico,MEX,2018,759.7249101,21838.35585,5485.20085,23,161783,32865.39352,65032.6867,34315.87275,40508.90025,62517.12077,705.5454494,97282,4564.665237,1322.496287,1.51974977,3302.838451,43160.18399,5575.206657,1363.437818,2619.276303,20169.84411,1119.55269,11536.90194,4943.329961,528.0000033,4593.693184,282.733981,6198.598158,7634.621931,0,64067.06113,712.469488
Micronesia ,FSM,2018,2.166061651,31.50835749,2.507487113,,265,17.70484779,38.67921598,43.12335959,14.05335107,26.16208467,1.029714033,89,2.728631951,1.474280643,0,8.559378905,5.842975131,30.41759266,0.840486682,6.855276999,16.27649561,3.210876757,15.50202399,1.015161918,0,2.844149981,1.063133165,2.646847486,16.95262578,0,68.16864632,1.077065798
Moldova,MDA,2018,27.07508091,949.1318923,0.935832607,,23194,1340.165381,207.4041158,916.2659779,3094.017935,3862.62942,3.865770239,6307,173.1796178,118.855748,0,208.2191858,224.5556229,173.3920239,59.21639136,240.3319161,441.8427202,6.596376522,215.7758026,484.7018658,0,9.194655106,217.980426,2.007230635,649.5012957,0,266.6125351,191.0029101
Mongolia,MNG,2018,31.30218142,660.1587663,2.201721668,,7770,290.2669499,328.444606,345.9712282,1374.369607,1835.249819,19.85408636,4811,46.08331378,100.9714049,0,142.6997338,272.5121755,19.88732681,40.12991559,367.3539399,546.11611,32.3638124,941.0068684,486.7830337,17.00000003,30.06821445,222.8059007,11.48159078,524.7622094,0,98.71419063,88.091858
Montenegro,MNE,2018,1.489661269,67.74575032,0.665351486,,3737,354.274421,126.6194216,85.81922705,48.99519677,156.4230816,1.820904811,1401,52.03101908,8.645146415,0,5.951863272,22.12046815,1.358379731,16.56905195,4.655279864,57.00667233,0.508773518,16.44885728,12.15514124,0,0.682562853,0.648714786,0.995374881,76.64360896,0,162.1370961,4.626533353
Morocco,MAR,2018,715.6990531,5845.59128,86.05937385,,115124,9342.935567,4543.652453,7679.80014,3298.015271,5931.750222,416.1090025,24505,1260.769646,850.7342561,0,626.2136375,409.9523396,602.4715798,663.8750728,4882.781681,7263.557465,805.3196704,5595.514372,129.7078259,0,1022.392978,62.57202528,109.578743,2574.463273,2,8062.254703,395.0883209
Mozambique,MOZ,2018,3291.009024,13894.9753,2428.592433,22,29833,2257.68613,2582.428277,3882.239615,2380.049998,7117.577268,687.9159578,15826,319.281631,898.6018746,18422.95443,1168.040193,1905.197607,62135.38746,277.2848443,19234.00536,5077.563645,2089.722287,19374.50235,495.5558302,7.000000001,10689.01146,37.91040801,2552.629404,2721.816244,172.0000107,4373.037067,406.8513588
Myanmar,MMR,2018,1668.448466,22581.63803,1046.987495,218,77463,14444.55996,12025.87217,55534.59434,23171.37169,28410.71896,428.0183903,60066,2034.150176,320.6229596,3686.569183,3136.131614,888.9616739,5345.866294,332.94407,13539.52804,10941.5133,1854.993281,13244.37039,783.0525251,3,8120.977527,83.2546858,1215.102102,2673.324982,30.99999997,27216.8378,956.8712817
Namibia,NAM,2018,107.1414254,1148.078906,131.748033,,3003,406.5873731,250.2511927,651.6704746,216.5867709,594.7821603,9.82793799,1554,44.9158031,75.43143552,8.210689607,68.30925681,345.7520732,3960.461425,27.58051871,869.1124503,451.4570699,59.53589178,830.0329653,38.56816965,0,812.6500654,17.90732849,135.4810909,231.1519906,1,546.2448702,25.81789525
Nepal,NPL,2018,836.5716945,9297.130361,386.8224375,4,49248,4178.87024,4879.33964,23583.443,5671.171133,9756.220883,784.3223305,18315,724.7772961,372.5364368,723.9819353,941.0796251,486.5450222,2619.360638,94.95908243,4796.009419,6786.523924,1363.975353,8576.956932,277.6595051,153.999999,10796.47513,90.67711791,758.3753005,2340.711969,0,5248.406076,84.91447488
Netherlands,NLD,2018,95.12094519,6178.480383,86.71575345,0,40564,14835.51435,2682.509597,10108.8344,1680.558494,5648.78287,17.55941151,51854,1791.529689,153.2108309,0,107.8936439,146.026746,55.54210146,233.4386219,92.86453285,856.178086,10.98866479,320.35563,532.6808301,0,352.9788892,58.5740382,176.7240915,2065.992791,0,2729.104541,22.93742899
New Zealand,NZL,2018,14.18523377,727.9379142,7.020600467,,10898,2974.858986,772.5941635,2143.278706,292.1386871,999.8540335,3.243763804,9838,376.9226713,22.62446684,0,53.59197554,59.6297758,9.979438262,74.68839732,17.98757468,362.0175701,6.396217996,120.550464,65.65511214,0,70.73766068,8.022090047,10.07590542,537.090735,0,555.5849871,9.064065519
Nicaragua,NIC,2018,55.61639725,848.9483069,97.29987788,,6033,1173.402303,2291.898473,877.277993,1126.540941,1579.406523,15.49268433,3289,141.3884128,27.3582879,2.652592892,160.2588868,471.7291138,590.4061918,29.73430041,138.0358563,653.6432823,74.38639746,848.4011269,391.4601437,15.00000001,183.6806543,5.213891794,99.67655565,372.4325745,0,1230.827141,22.96897379
Niger,NER,2018,7814.647352,19709.96318,2197.827298,148,13967,1211.489837,1776.716666,3053.440516,1503.903635,4412.171457,688.1903867,8177,208.6925366,657.1280139,30485.13915,1202.955215,1051.282223,1950.520297,77.77433092,5808.679526,2541.553744,2929.875757,16201.59053,119.8927977,72.00000019,21955.4369,229.6829291,2330.041322,752.6586678,308.0000017,1685.393554,258.1896705
Nigeria,NGA,2018,52947.74052,189929.6936,25056.65799,1805,122519,20451.33218,13739.85936,19051.59461,45473.5789,71075.85938,3305.338201,96555,2966.347745,4084.748112,152240.3132,7811.724879,7132.933388,169102.548,2071.509388,57219.48151,19810.19981,17982.33773,180354.6903,1961.227232,20,138358.7302,1297.320961,25758.84853,8069.485202,4057.999597,12248.45073,1674.219867
North Korea,PRK,2018,314.5446862,5689.021082,310.4018059,,90238,7393.640372,3639.262972,44377.61222,4657.171189,8515.353918,432.5446529,41553,1185.335296,312.2580436,2.529944451,1584.015256,708.7673614,896.95496,370.3858356,2713.430397,5744.258645,208.2372967,2183.910014,411.8355335,0,436.519405,120.4085348,373.0922539,3309.010207,0,3218.574325,533.2173545
