Entity,Code,Year,Meningitis (deaths),Lower respiratory infections (deaths),Protein-energy malnutrition (deaths),Terrorism ,Cardiovascular,Dementia (deaths),Kidney disease (deaths),Respiratory diseases (deaths),Liver diseases (deaths),Digestive diseases (deaths),Hepatitis (deaths),Cancers,Parkinson disease (deaths),Fire (deaths),Malaria (deaths),Drowning (deaths),Homicide (deaths),HIV/AIDS (deaths),Drug use disorders (deaths),Tuberculosis (deaths),Road injuries (deaths),Maternal disorders (deaths),Neonatal disorders (deaths),Alcohol use disorders (deaths),Natural disasters (deaths),Diarrheal diseases (deaths),Heat (hot and cold exposure) (deaths),Nutritional deficiencies (deaths),Suicide (deaths),Conflict (deaths),Diabetes (deaths),Poisonings (deaths)
Northern Mariana Islands,MNP,2018,0.214225453,11.04914349,1.032168109,,82,10.90495025,18.19990984,13.16878381,8.661545662,13.72970397,0.476470658,58,1.491468068,0.43077341,0,3.091572855,2.275839833,0.419993515,0.283743341,0.775450367,4.964829873,0.220845097,1.330468425,1.394467619,0,0.466830786,0.16654343,1.047722149,5.687613697,0,19.39062861,0.167743212
Norway,NOR,2018,18.84311532,1840.085865,39.31046209,0,12886,4465.162792,589.9669527,2639.160339,372.6169459,1388.398307,7.084891898,11611,464.6479379,91.97411326,0,56.45054614,38.38302026,14.7837207,273.9318337,39.5760826,215.0948719,1.891764216,56.85863713,261.4163175,0,317.6401429,51.35412708,54.74399195,583.1096213,0,591.0818274,36.40266054
Oman,OMN,2018,18.1417114,404.3007237,2.593862191,,4128,402.9641625,253.1402396,167.8582907,176.2929672,246.3933998,26.70968259,1277,49.09286328,18.09734411,0,96.75879558,24.15151331,134.7399818,18.53098081,17.89976375,1949.600681,14.26477493,396.8455166,9.360400489,0,19.76379986,1.819294094,34.7054606,140.9209422,0,537.6682501,28.13555981
Pakistan,PAK,2018,18853.0296,59440.46255,3141.975387,1076,381421,22590.43057,36844.36153,69969.12997,45501.13145,72646.90984,5948.320839,170987,3684.376498,2603.087661,4999.17386,13045.63748,9326.104189,5306.438654,999.5132913,44149.89771,53008.68704,18371.34571,185097.6831,1547.28657,42,59787.13153,614.5547929,5648.260225,9086.871213,473.9999984,40871.5749,1150.325276
Palestine,PSE,2018,40.9346879,515.3590877,7.785983556,50,5327,690.141822,623.9829858,411.4209641,221.6694407,371.4858203,12.48445798,2265,73.05888924,25.92110483,0,40.69429125,259.7901565,10.27481294,28.6634404,39.86703747,355.2046376,18.36526165,1013.997703,9.743791935,0,35.12412964,6.929604799,8.879012698,145.1459248,127.9999939,763.2214641,7.060371182
Panama,PAN,2018,50.15241761,896.6116338,106.2002599,,5246,1290.51785,951.4741984,767.0216373,455.1672705,825.0837278,8.570627395,3519,176.0078131,24.55361152,0.44739295,132.7615174,639.8866413,526.1548455,26.14455702,197.6637224,512.0313337,49.85334255,371.1314877,28.23005084,0.999999999,172.5886498,1.786815525,114.2216406,198.6258949,0,1067.531368,13.87216643
Papua New Guinea,PNG,2018,757.0530372,5470.893765,818.3788235,0,23547,499.2594579,1964.306685,12145.73701,1306.555085,1894.264784,205.9344691,6191,121.8785705,259.9859532,606.0861782,1541.010673,994.3001135,1323.260601,35.9509435,1226.130804,2831.478645,1532.47101,4032.891031,95.66632315,0,3244.252227,145.7280947,841.1056464,2023.288793,0,3050.192796,150.1157489
Paraguay,PRY,2018,86.70829664,1361.032838,236.3982333,4,9835,1556.938382,1601.637071,1075.153578,670.9361755,1516.42429,11.79316264,5649,207.2268925,57.29220107,0,168.7342992,844.5776825,761.5756069,24.89031522,229.7116965,1491.430889,108.4498951,482.6126784,237.8484364,0,173.8655254,8.890797882,242.127233,392.629085,0,2187.864406,16.08486722
Peru,PER,2018,262.1793572,16638.3087,645.6469289,8,27720,10194.56926,5287.027177,7492.045408,5561.867004,9227.468633,90.16664324,28513,1311.303785,378.6545629,6.291194369,845.8964448,1186.828269,2395.686372,384.7328613,2073.522033,4576.99552,548.7835369,3711.579447,283.194556,99.99999973,1222.162912,147.7475588,718.5189167,1033.197312,0,4299.501031,220.8239868
Philippines,PHL,2018,3401.071172,68012.79894,3403.39904,496,217552,15735.48567,34051.06256,33060.83657,12696.35677,26512.92859,783.1084297,79280,2395.241837,1186.829053,101.4934647,5245.231989,15890.5412,4184.931407,584.960501,29321.86304,10940.45251,2104.204049,24721.78674,1430.301698,68.99999992,7086.100201,205.0523935,4132.153399,5570.28981,1137.999999,26048.58711,251.0983733
Poland,POL,2018,162.7442053,11095.50652,76.27542348,0,168709,28753.23699,3441.928107,11826.39903,7788.440392,16842.77596,47.12219844,109266,3509.840617,630.6125671,0,904.3588215,666.0390612,143.5539657,303.7186321,576.8449617,3953.773235,16.35514565,700.0408697,4456.999035,0,277.8153134,357.7382691,97.87944146,6778.409154,0,6654.609457,243.2354385
Portugal,PRT,2018,44.13459576,7160.499909,83.02360057,,36943,10795.24375,3109.17815,6597.615896,2132.956427,5110.856727,28.69006336,29600,1263.270443,236.1440176,0,120.8648891,141.6662309,502.4700223,148.7666817,223.4486456,960.9296956,6.866008893,122.7603265,294.5263426,0,160.8365169,66.25165808,115.1371462,1358.757631,0,3768.998447,34.55108118
Puerto Rico,PRI,2018,18.01398266,1609.671547,80.68253543,,8447,3036.73623,1690.60044,1632.024388,952.9945083,1496.384983,19.40488856,6428,334.839249,44.16270456,0,42.72280123,764.3529042,238.3452049,132.4836544,20.07118779,445.6943256,7.058997836,121.6438788,138.2698718,2354.995499,70.87972781,8.130588665,91.22598196,283.122711,0,2909.132175,8.390308536
Qatar,QAT,2018,5.801446822,90.76900474,0.35612377,,918,94.74933512,114.7587127,61.19672333,113.5447384,159.2319957,4.475648769,660,15.83876145,20.12772776,0,35.74081767,21.39748923,6.961500784,8.947623462,7.288447936,573.5455357,3.575640869,78.27531149,7.626113751,0,3.470834439,2.616199672,0.773090249,145.4382738,0,287.296741,9.174474203
Romania,ROU,2018,75.91687192,6206.580646,56.17129531,,144849,14456.18292,3043.167635,7448.147722,10114.34482,14231.60313,42.77151121,51229,2176.026399,435.0309576,0,714.0204642,405.3738546,165.4361896,348.262771,1008.60799,2184.284719,30.32042663,472.2722094,627.9947537,9.000000001,105.7229055,316.9955027,81.53602853,2364.217104,0,2259.563281,344.9583795
Russia,RUS,2018,1346.137858,35492.71417,215.0218825,61,1000223,84368.915,11360.90934,38231.86738,50909.93471,94608.71624,214.1058404,291447,9642.98879,7062.685112,0,8258.914421,21636.69767,19301.83747,9480.169265,10564.94202,24384.76125,250.321835,4460.504291,28503.96359,16,412.0177617,10177.37316,990.9011523,43897.48615,131,15681.70141,6482.400418
Rwanda,RWA,2018,1318.609232,6441.017997,1489.844611,2,8125,1124.555148,1147.999252,2106.398532,2668.403654,4855.545917,260.2359862,6308,144.0417586,319.3455455,3052.31284,356.8577725,370.0222103,2962.575881,33.76693644,4564.285314,2660.807283,731.0271874,5923.190338,167.3457524,2.999999999,3896.288099,27.69266249,1536.18628,776.6817841,3.999999998,1613.464238,128.9993186
Saint Lucia,LCA,2018,1.668534795,56.9328374,4.286151781,,422,79.08307841,55.32599369,53.25604373,27.52652912,49.34332017,0.434753385,271,11.21389767,3.059285721,0,9.814447092,32.83824314,7.829778559,1.774327988,4.027602407,25.0192643,1.735460216,16.6728746,9.142151945,0,3.734312322,0.678237914,4.88211384,13.89025069,0,107.9433435,0.484297719
Saint Vincent and the Grenadines,VCT,2018,1.606536403,45.27700599,5.921909581,,348,34.52783828,36.56507698,21.58490141,16.92976736,37.17382599,0.15111205,194,6.296077036,2.271502673,0,7.513366461,23.68551081,20.14340989,1.387489974,2.649768134,11.55011553,1.526587617,14.40643581,9.920819898,0,3.810479211,1.178064346,6.922260738,9.108741486,0,95.1124352,0.287090788
Samoa,WSM,2018,2.745447317,52.59585386,4.371690907,,411,49.45248559,56.43048568,63.67147742,22.87846439,45.90916846,1.451414115,118,6.103587066,2.519879463,0,9.08492524,6.130381653,9.090374448,0.919951073,7.670639579,18.02155764,1.868963362,28.75401782,0.929471143,0,5.775790657,1.340461843,4.596633719,17.27272494,0,79.11089502,1.359824742
Sao Tome and Principe,STP,2018,6.339805196,118.4139482,10.75114872,,238,23.99772565,45.46967251,85.5483016,79.20474786,98.90981693,5.090556447,128,4.461000853,0.992537646,0.482682242,3.778794472,10.19749651,0.204946781,1.665014932,24.042352,23.6064585,8.397640114,56.16529239,2.499874778,0,16.97726747,0.201070163,11.24662677,5.337010113,0,13.88959299,1.786045394
Saudi Arabia,SAU,2018,144.9097477,3505.026749,45.20891595,31,31569,3370.61741,3817.801923,2664.777726,2461.030714,3108.591672,156.5174988,11843,470.9876653,709.8227688,15.7515871,1324.814666,302.0801191,525.8028675,467.0564543,678.8618724,12039.44658,130.4351674,2400.988479,118.3272506,4.000000001,212.393769,105.5135679,48.94313194,1082.764557,2588.999595,2130.464972,270.65951
Senegal,SEN,2018,2014.610444,7727.294366,842.5002344,,14794,1960.307606,1930.224587,2852.204106,1421.122808,3747.113518,259.1270391,8931,332.8725471,372.2412882,2145.934721,502.7346198,147.4839091,1803.991249,128.4097932,5250.075848,1799.996704,1407.580033,7876.980894,127.0865637,0,7269.555343,166.8335358,895.6118946,1111.508191,0,2348.712709,149.6291244
Serbia,SRB,2018,30.7825981,1512.247702,10.6730412,0,67115,6511.553193,2385.694576,4159.830468,1304.072176,4233.833575,6.90066538,26965,851.3722538,109.2022721,0,113.8439807,218.0943275,72.50413838,91.31812486,139.5458824,780.1088949,9.875001301,235.781725,393.094974,0,66.61551327,61.30849671,19.48287999,1601.183627,0,3444.553923,42.8113189
Seychelles,SYC,2018,4.453953235,72.86997215,1.18199219,,236,33.46524222,41.48695907,26.81281912,27.49769949,48.00843307,0.950975344,162,4.187953675,3.832547663,0,12.41317988,6.288183879,5.790631186,0.864390912,1.719032074,14.37731538,0.987422474,7.460602071,0.983582481,0,2.360631314,0.202473805,1.462393721,8.89531403,0,18.04147783,0.631073126
Sierra Leone,SLE,2018,1696.972337,7169.560562,1535.50083,0,9659,756.8441638,896.0600138,1434.512259,1086.083013,2316.540063,165.6815748,4019,134.371027,217.2853767,11118.61793,376.6439474,107.3437865,2190.557363,73.46793483,3503.234173,1244.606092,1220.438933,7137.198076,68.58744584,250.0000014,4757.218772,82.62644732,1578.650018,453.3479035,0,964.0713757,86.92909324
Singapore,SGP,2018,5.330812341,2695.759584,0.701273417,,6161,1617.080356,594.3542225,613.897071,254.1532424,554.0060756,1.962991295,5449,184.4270575,12.87968818,0,26.19599619,25.81637583,32.67192725,16.85078044,19.55807063,196.5658597,3.593240723,27.16300328,12.52347111,0,14.64296565,2.292186465,1.39678235,496.3444067,0,155.1381614,3.560082589
Slovakia,SVK,2018,25.15037445,1679.952717,5.394209284,,25216,2992.154886,713.1383521,1107.394637,1526.884104,2747.70859,5.378949463,13227,368.1590329,52.79566665,0,122.0429188,131.6259567,3.90770012,47.09686826,29.99897445,442.3026125,3.977860979,126.8054872,245.4647718,0,22.01783636,81.36082924,7.314465806,674.5376712,0,731.8320555,33.39130513
Slovenia,SVN,2018,6.994168558,601.4200232,0.464410208,,7450,1533.889937,212.6635797,630.0691911,541.1972057,1058.257967,1.031157045,5907,207.0179687,12.46859739,0,21.72651192,20.28143717,2.471720641,27.4206584,13.45816797,142.4535856,1.187614586,17.36222207,195.1779409,0,6.021194854,14.89041991,1.372770697,430.1969581,0,300.2122014,6.245362205
Solomon Islands,SLB,2018,17.98245898,461.9585316,21.91224704,,1264,62.30802848,149.3748506,215.8045607,74.84822826,114.816488,9.864766789,384,11.049017,12.41333792,2.310302476,62.71929616,33.32366767,28.07613071,2.22648347,58.86475224,117.278287,30.16405882,148.1061952,4.490518788,0,48.97745271,8.107066932,22.86720281,92.88399537,0,267.9606949,7.191735843
Somalia,SOM,2018,3282.386439,13032.58645,3353.021432,1912,18048,1031.161103,2023.023641,3059.354244,2521.946204,4786.49141,311.6268463,9299,155.6243421,550.3792913,1155.333814,727.5087149,1401.420079,2392.795878,46.54041193,12696.58528,5154.26078,2363.090463,12265.14659,153.9454548,0,10547.9423,75.81535848,3434.626271,852.4741981,5444.991152,2635.882998,242.4029914
South Africa,ZAF,2018,2313.516922,26529.31206,1788.659137,21,76671,11383.21831,9149.348651,18132.17086,4604.680104,11630.0116,184.3104825,48637,1177.479249,1927.967421,67.53330692,1439.406903,15700.98004,135398.6078,719.5076843,19624.01564,15503.65725,1191.24612,10626.0581,681.6917392,14.00000001,14301.98743,402.8583098,1841.045414,6221.011503,63.99999983,22654.21479,492.4401707
South Korea,KOR,2018,105.9403289,13443.51203,80.66875553,,66787,31554.17182,6095.001955,13973.02709,9447.361907,16084.06871,110.4067641,92548,3348.190321,614.0290354,1.808738551,743.3975135,706.9836308,147.5580903,159.9063588,2975.850954,6642.723257,41.68811342,654.4200827,1028.616209,0,896.770353,309.238103,205.4825191,15228.12658,0,11719.05795,233.2475523
South Sudan,SSD,2018,2617.628135,12069.9902,2803.391886,581,8422,698.378696,1241.249727,1682.27392,1397.312509,2595.558364,184.0328793,5094,96.41565068,427.5016049,3862.896778,578.6899691,773.738303,3706.703551,18.99430712,5471.728475,1761.134962,1409.505628,10572.3123,89.32126563,0,11231.13354,36.11620223,2854.306043,595.4772493,4224.991817,1445.259239,153.4687424
Spain,ESP,2018,191.517135,12940.79783,178.31026,21,123577,51758.83827,10605.49094,33489.80902,8132.42279,21592.74,121.3577323,115657,5807.826215,342.6820387,0,452.1787977,331.4889209,708.3444229,826.7495941,386.8076804,2451.604325,20.44051672,594.161854,463.8814116,0,936.0293671,146.7695594,329.4580825,3742.525615,0,8291.987797,124.2329803
Sri Lanka,LKA,2018,318.9552913,4985.5897,121.9961828,1,41867,5970.909022,4512.028432,12266.74306,4020.915395,5245.755936,25.41402267,16628,736.8259428,418.7218174,0,1037.314412,762.4302591,55.80751755,194.7625574,773.2472455,2795.433058,88.49062468,1245.023486,506.8695562,36.00000004,712.2780583,53.52412529,138.3273856,4523.488208,1,11536.84582,80.12392668
Sudan,SDN,2018,1107.971499,9402.255232,609.7205935,82,69012,4395.845618,3175.418442,5901.858146,3147.590623,5147.7649,519.0950347,15171,616.6064732,1120.78522,2551.626021,1206.753004,427.1226599,5296.181035,433.3111332,1221.099726,10692.00312,2369.808928,25223.83894,117.494038,0,8235.722905,75.76761508,686.0885877,1655.44482,1367.000426,3195.732556,569.7999674
Suriname,SUR,2018,7.989430589,181.526843,12.65180974,,1396,169.5389028,209.2722688,123.0337571,123.5471815,242.5495634,2.635654984,666,23.72808298,10.0343562,3.194927207,30.33840078,51.91284525,101.7875001,8.167025021,9.198063625,98.62938656,10.46337243,143.5982517,20.40624922,0,38.48796014,2.981172223,13.98487921,147.0360751,0,225.8374947,2.504400085
Swaziland,SWZ,2018,80.90442009,674.4198036,76.73161777,,1465,111.3629626,212.6761636,324.3015845,126.7241861,253.211857,8.135456657,844,14.00985572,47.90665992,5.295402428,54.89041425,264.0958245,2506.04774,24.26307402,521.4053932,370.5249376,34.35525115,360.2611711,18.57414949,0,544.6824144,11.96140639,78.67302753,207.684193,0,583.9581799,18.50507327
Sweden,SWE,2018,31.73713407,2902.619319,79.13863201,5,34164,9660.129172,1461.490871,4517.869732,1070.523723,3033.801149,8.174220648,24053,1213.285795,176.4949349,0,108.5417817,120.4823716,22.76909767,398.7784539,79.11376768,390.2007605,3.852402993,134.6236288,374.5423961,0,620.4050516,105.1881452,104.0972741,1395.495804,0,1721.8909,37.69406288
Switzerland,CHE,2018,28.25897097,1696.579703,45.84030007,,21280,7596.930064,1558.368105,2815.637224,939.852282,2640.838264,77.15240613,17882,852.4481657,41.25425447,0,52.25031875,52.70220441,38.33975195,201.3189296,32.9350868,334.4327815,5.230805591,154.4100952,255.2116877,0,206.0057111,16.1076702,69.94054066,1132.98286,0,1123.458483,11.16522653
Syria,SYR,2018,230.9725848,1945.950991,64.19525571,2026,41380,3156.500667,2257.063039,2993.923933,1525.329068,2139.315175,9.468173088,8795,421.7721891,137.1200637,0,152.4925686,339.575489,11.31070418,242.3008581,58.07176752,1747.97683,43.75873682,976.0004403,76.83300045,0,52.68957591,30.33346993,68.45561099,487.2235293,41378.34528,1161.098503,74.05263615
Taiwan,TWN,2018,130.9232968,13114.76359,102.9212967,0,40528,12813.79062,6743.481312,9474.244857,6509.59491,10312.86128,238.1653903,53165,1961.384583,211.0009623,0,584.835097,336.795657,197.9752328,467.96125,853.0326782,3983.736515,26.69913639,348.0179678,486.6415483,5.000000001,128.9646395,42.49218594,113.4346963,4355.487764,0,9521.810198,90.72271859
Tajikistan,TJK,2018,283.5875673,4901.968215,6.93058285,1,18269,1288.787273,641.4872899,1463.651042,1536.231769,2157.471219,135.855287,4721,202.0765146,242.6340876,0,710.9127065,267.3432114,44.52429908,34.44053399,780.025196,645.3774373,71.58969066,3672.400062,183.0223157,12.99999999,1782.869471,13.29126976,43.3260522,485.4659317,0,1322.577706,56.97185251
Tanzania,TZA,2018,5340.159545,33485.51924,6529.951841,8,44175,5678.308438,5805.820747,6391.295782,6161.39291,12862.41224,853.5373879,27864,705.0904831,1459.505678,15325.27521,1819.102893,3050.667735,28298.59221,288.1028574,20391.08167,5559.848346,4915.54864,34523.38712,600.7168593,6.999999996,15196.45674,125.8748899,6721.465285,2635.798345,42.99999973,7084.131,672.1744964
Thailand,THA,2018,1236.779242,36187.5784,421.3278514,72,102583,31550.26958,21921.9056,19812.81734,17238.74201,27266.269,303.1823942,102596,3686.963199,811.8380359,31.13491535,5044.979785,4247.926357,19371.99228,714.803109,6225.920695,19182.61534,250.7261775,2259.409338,2313.132506,76.99999996,4340.307399,45.95931912,463.9672352,8769.342172,32.99999997,14842.8964,206.321901
Timor,TLS,2018,40.52877841,479.3209313,38.7283963,,2284,191.2015208,147.4965031,451.2131884,227.3648605,420.461923,11.75746432,834,30.69084498,18.4976496,1.829681697,70.38081986,35.04024718,222.6510356,4.111209328,222.1603214,117.7572999,94.72849902,442.3464407,11.49757512,0,176.0677117,1.74402094,42.88791839,76.99287761,0,184.6825138,6.55686421
Togo,TGO,2018,726.272946,3741.703844,461.3478214,,7581,578.5141835,758.54537,1294.08169,747.3581873,1728.289097,126.3286064,3619,104.0261578,134.2120592,6904.311841,203.3685148,402.2957258,3874.598644,104.5345319,2349.203073,1135.00159,497.5257939,4066.069863,86.06751458,0,3201.880062,67.04813448,489.2097694,568.0595141,20.99999979,826.3165205,63.05784876
Tonga,TON,2018,6.307496111,37.10064747,3.667995584,,168,30.43815982,38.38371235,42.4699374,20.05499697,39.69744805,5.698354451,130,3.846548549,3.179435776,0,6.731653862,2.273131261,1.22362087,0.58342418,3.594786584,11.39121891,2.480732455,14.5286656,0.738101634,0,2.928709127,0.88407669,3.786159235,5.65974777,0,89.46034326,1.548748609
Trinidad and Tobago,TTO,2018,16.12924122,313.6417792,23.05599818,,3918,469.9324907,472.9285742,251.9622118,181.3337221,453.0005386,5.445477588,1885,64.58978052,24.47473282,0,47.05171156,318.0700172,219.4471582,16.38492626,21.13569467,210.4878927,9.718822408,160.3691597,37.77545944,0,25.42260577,2.786361831,23.88618386,157.9969805,0,1639.745439,2.779387741
Tunisia,TUN,2018,95.78667559,1650.136675,19.82449107,5,34122,3939.939328,1645.080521,2497.375786,1000.504798,1775.71797,97.95874718,9409,499.4840637,172.6190417,0,98.23587957,67.07749172,193.6858258,223.6695399,131.1005341,3668.6321,46.35047908,846.7323351,29.06737656,0,117.0720933,11.63107043,25.73168179,376.9624634,25.0000005,1933.593631,76.27208136
Turkey,TUR,2018,362.5053406,11029.39696,432.299926,222,146584,25062.64255,15152.96531,30377.12349,5023.637427,10146.6939,377.9362078,92760,3264.836034,420.1655375,0,861.3277146,1709.296531,200.1701872,524.6834379,751.1631053,8603.61229,243.9113808,7758.610177,220.7764628,0,515.9515052,70.78964854,635.827294,2858.414605,2966.000791,14803.25785,441.0665806
Turkmenistan,TKM,2018,64.58846124,1205.790928,2.981108086,,17557,1084.649829,632.3195326,440.455879,2341.297868,2713.857559,66.87695862,3525,100.3272666,116.2325287,0,153.2212112,203.241251,99.45876642,66.36807841,514.6935605,322.8528277,10.3563781,1118.786143,145.0262745,0,74.31815945,101.9389609,9.492915743,438.1121717,0,699.19476,31.4121575
Uganda,UGA,2018,4915.037996,14830.62302,3440.368182,7,22888,2446.464249,3014.725088,4523.568256,4316.000438,8741.876949,344.4117567,20659,314.8186977,822.5554892,22236.76643,1083.686971,1523.302155,25920.09513,104.9623517,14181.29485,5826.317551,1753.094264,26522.63156,326.2447186,16.99999998,11833.28602,85.95648478,3519.304681,2028.638612,27.99999987,3794.339679,357.2425407
Ukraine,UKR,2018,468.742201,9215.055512,62.24858487,40,427321,34913.44251,2900.348494,11366.16943,20082.88961,30536.79068,151.8949858,96034,3863.737246,1940.549684,0,3150.378124,4504.340208,5075.778565,1756.124389,3752.966498,6681.289444,145.4566804,1453.936862,8270.022809,0,103.3613523,2500.007675,171.7225677,13679.1504,478.0000117,2623.67214,1473.084332
United Arab Emirates,ARE,2018,141.2890657,585.7143479,4.064721193,,7347,278.7354725,829.0285742,1554.020431,412.7392211,589.0467276,82.48526911,5107,72.88908413,144.8973624,0,152.008549,116.9076001,204.9486433,629.440552,79.87458028,3648.666895,11.30270619,319.4348855,86.67813716,0,55.62482627,14.62289771,9.017846108,598.730067,0,1145.260921,32.40065643
United Kingdom,GBR,2018,289.5170868,36951.8554,99.54297848,42,176516,63893.93698,6765.521665,47297.63299,9257.60719,29640.11336,64.05474965,179856,7334.280902,626.5777039,0,335.319805,355.2125142,264.0830948,3011.383998,387.8862759,2678.724283,61.74297827,1673.313255,2319.399154,0,1226.339673,284.7263676,144.7518208,5777.963501,0,5435.839023,149.5086432
United States,USA,2018,1425.54229,93791.66067,4292.025353,95,902270,258586.5833,84944.29642,196983.0061,62493.46093,114419.1272,1080.60121,699394,29576.51683,5505.23077,0,4218.396499,19880.00378,7342.708024,67629.28533,939.1084308,44213.78455,1171.319519,11437.05494,13968.92568,103,9505.704738,1454.88123,4904.562987,48799.64642,8.85036052,68558.41703,1823.257723
United States Virgin Islands,VIR,2018,0.62490498,32.22621674,2.702811907,,474,51.50751548,47.92756014,31.94434258,30.40608092,52.31045603,0.743837807,308,11.08274792,1.830708503,0,5.309756624,31.07593914,8.965104006,3.13852388,0.869959575,15.1112596,0.674695885,5.836137843,13.74727363,4.999999302,1.126818918,0.866314372,3.071037806,9.29844924,0,72.26329396,0.564526752
Uruguay,URY,2018,16.97630538,1476.244907,81.46953507,,9912,2362.665873,786.9811102,2064.783995,495.2748726,1454.906619,9.609048414,9576,340.2316637,84.77854657,0,92.3230553,209.81519,180.5594866,39.40427059,56.58622073,609.0618542,12.22410461,163.3916207,120.6018279,0,148.8637294,11.3273134,133.966972,676.3705222,0,796.2945799,23.81339362
Uzbekistan,UZB,2018,282.0020829,9748.549809,7.834816988,,115263,4577.692481,3583.53235,4238.507018,10973.92551,12836.56042,232.5392913,19020,694.8285666,679.5901955,0,1470.571462,824.3094116,601.3913057,342.7848669,2513.116266,3990.093146,180.8025661,5347.733826,310.4958673,0,214.7069912,246.496962,50.08275749,3036.215109,0,6467.628656,340.7785396
Vanuatu,VUT,2018,9.810281851,119.696814,11.7027987,,797,46.96195303,66.81684406,145.8881904,59.23934096,130.0449652,6.007230034,274,8.723828359,5.325063118,0.602420471,30.7488928,4.799881573,13.44969289,1.234524616,28.08262314,51.92034198,9.37018017,87.0020787,3.29123675,0,34.79884827,7.679089524,12.18687329,45.45128157,0,94.34849187,3.391670568
Venezuela,VEN,2018,314.6804717,5184.285434,424.8704911,5,52708,6897.680688,8403.247152,5693.618837,3744.875093,6880.62228,166.5716602,30238,958.5373525,219.0637313,16.42450124,729.3449154,14759.76907,2127.56996,239.410986,786.710928,6988.099412,394.9568152,3966.248723,217.3296126,0,1233.166533,13.65720792,445.5755664,2784.667242,0,8670.358265,110.2345331
Vietnam,VNM,2018,711.8385572,18136.84387,70.91689458,0,201137,28273.77749,17383.63805,35945.5034,22607.36317,29614.26311,662.8349385,120617,3744.519053,530.5112025,1418.384926,6932.041502,1514.261636,11434.04718,1252.196723,17594.45438,21430.7331,212.7885514,5832.173454,1035.75024,196.9999987,2200.489018,49.55008301,962.4609682,7456.925421,0,23438.79101,955.0189978
Yemen,YEM,2018,670.91235,6365.552514,652.7477463,762,53367,2671.957699,1964.220256,4967.907735,1708.465364,3489.711894,373.088929,11942,421.0575895,880.7325456,6.376836423,752.913351,867.8319283,387.3831753,353.6694035,1021.099125,9556.048507,2160.26572,18040.42711,76.49424356,50.00000033,8124.503567,61.42804304,745.3607574,1469.601158,16810.95736,2100.060716,440.942178
Zambia,ZMB,2018,2459.456832,8979.435304,2586.370661,0,12157,1375.849052,1852.649216,2227.182685,3257.312429,5040.157531,312.3368023,8826,199.8377661,422.2897675,4673.107929,625.5308668,993.5355246,21806.82435,96.94778845,8306.847486,2098.350428,717.6444747,9688.017924,202.3151268,0,7748.347728,19.93001918,2637.116209,1160.83605,1,2351.565128,180.8079341
Zimbabwe,ZWE,2018,1677.007331,12369.6547,3111.873502,0,16977,1246.101126,1739.892243,3411.960571,1439.681856,3387.438086,134.9902736,11440,182.253969,592.2463595,685.6821336,730.0942268,1179.899994,16065.32968,255.80195,11958.06653,2729.899932,1180.698681,8411.915534,77.19233902,0,4602.59376,41.43361112,3157.591804,2647.468528,4.999999979,2746.739645,405.3772658
